category,name,shortlist,code,scheme,aum,earliestNavDate,navCount,cat-avg,rr-all-rank,rr-all-avg,rr-1-avg,rr-3-avg,rr-5-avg,rr-8-avg,rr-10-avg,rr-12-avg,rr-all-count,rr-all-avg-,rr-all-stddev,rr-all-median,rr-all-min,rr-all-max,rr-all-dist-<0,rr-all-dist-0-10,rr-all-dist-10-20,rr-all-dist-20-30,rr-all-dist->30,rr-1-count,rr-1-avg-,rr-1-stddev,rr-1-median,rr-1-min,rr-1-max,rr-1-dist-<0,rr-1-dist-0-10,rr-1-dist-10-20,rr-1-dist-20-30,rr-1-dist->30,rr-3-count,rr-3-avg-,rr-3-stddev,rr-3-median,rr-3-min,rr-3-max,rr-3-dist-<0,rr-3-dist-0-10,rr-3-dist-10-20,rr-3-dist-20-30,rr-3-dist->30,rr-5-count,rr-5-avg-,rr-5-stddev,rr-5-median,rr-5-min,rr-5-max,rr-5-dist-<0,rr-5-dist-0-10,rr-5-dist-10-20,rr-5-dist-20-30,rr-5-dist->30,rr-8-count,rr-8-avg-,rr-8-stddev,rr-8-median,rr-8-min,rr-8-max,rr-8-dist-<0,rr-8-dist-0-10,rr-8-dist-10-20,rr-8-dist-20-30,rr-8-dist->30,rr-10-count,rr-10-avg-,rr-10-stddev,rr-10-median,rr-10-min,rr-10-max,rr-10-dist-<0,rr-10-dist-0-10,rr-10-dist-10-20,rr-10-dist-20-30,rr-10-dist->30,rr-12-count,rr-12-avg-,rr-12-stddev,rr-12-median,rr-12-min,rr-12-max,rr-12-dist-<0,rr-12-dist-0-10,rr-12-dist-10-20,rr-12-dist-20-30,rr-12-dist->30
"Credit Risk Fund","SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH","","119798","Debt Scheme","undefined","undefined","3083","undefined","","","","","","","","","8450","","","","","","0","0","0","0","0","2623","","","","","","0","0","0","0","0","2224","","","","","","0","0","0","0","0","1733","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","178","","","","","","0","0","0","0","0"
"Credit Risk Fund","UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option","","148242","Debt Scheme","undefined","undefined","1351","undefined","","","","","","","","","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Credit Risk Fund","UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option","","148430","Debt Scheme","undefined","undefined","6","undefined","","","","","","","","","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Credit Risk Fund","UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option","","147651","Debt Scheme","undefined","undefined","605","undefined","","","","","","","","","340","","","","","","0","0","0","0","0","340","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Credit Risk Fund","UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option","","148147","Debt Scheme","undefined","undefined","473","undefined","","","","","","","","","216","","","","","","0","0","0","0","0","216","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Credit Risk Fund","UTI Credit Risk Fund - Direct Plan - Growth Option","","120764","Debt Scheme","undefined","undefined","3078","undefined","","","","","","","","","8450","","","","","","0","0","0","0","0","2622","","","","","","0","0","0","0","0","2224","","","","","","0","0","0","0","0","1733","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Dynamic Bond","360 ONE Dynamic Bond Fund Direct Plan Growth","","122715","Debt Scheme","undefined","undefined","2963","undefined","","","","","","","","","7811","","","","","","0","0","0","0","0","2517","","","","","","0","0","0","0","0","2117","","","","","","0","0","0","0","0","1626","","","","","","0","0","0","0","0","963","","","","","","0","0","0","0","0","515","","","","","","0","0","0","0","0","73","","","","","","0","0","0","0","0"
"Dynamic Bond","Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan","","119505","Debt Scheme","undefined","undefined","3080","undefined","","","","","","","","","8455","","","","","","0","0","0","0","0","2623","","","","","","0","0","0","0","0","2225","","","","","","0","0","0","0","0","1734","","","","","","0","0","0","0","0","1070","","","","","","0","0","0","0","0","624","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Dynamic Bond","Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth","","111848","Debt Scheme","undefined","undefined","3982","undefined","","","","","","","","","13476","","","","","","0","0","0","0","0","3462","","","","","","0","0","0","0","0","3064","","","","","","0","0","0","0","0","2566","","","","","","0","0","0","0","0","1908","","","","","","0","0","0","0","0","1462","","","","","","0","0","0","0","0","1014","","","","","","0","0","0","0","0"
"Dynamic Bond","Axis Dynamic Bond Fund - Direct Plan - Growth Option","","120451","Debt Scheme","undefined","undefined","3082","undefined","","","","","","","","","8444","","","","","","0","0","0","0","0","2621","","","","","","0","0","0","0","0","2223","","","","","","0","0","0","0","0","1732","","","","","","0","0","0","0","0","1068","","","","","","0","0","0","0","0","622","","","","","","0","0","0","0","0","178","","","","","","0","0","0","0","0"
"Dynamic Bond","BANDHAN Dynamic Bond Fund-Direct Plan-Growth","","118416","Debt Scheme","undefined","undefined","3083","undefined","","","","","","","","","8450","","","","","","0","0","0","0","0","2622","","","","","","0","0","0","0","0","2224","","","","","","0","0","0","0","0","1733","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Dynamic Bond","Baroda BNP Paribas Dynamic Bond Fund - Direct Plan - Growth Option","","150180","Debt Scheme","undefined","undefined","862","undefined","","","","","","","","","700","","","","","","0","0","0","0","0","569","","","","","","0","0","0","0","0","131","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Baroda BNP Paribas Dynamic Bond Fund-Defunct Plan - Growth Option","","150172","Debt Scheme","undefined","undefined","862","undefined","","","","","","","","","700","","","","","","0","0","0","0","0","569","","","","","","0","0","0","0","0","131","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION","","118284","Debt Scheme","undefined","undefined","3078","undefined","","","","","","","","","8450","","","","","","0","0","0","0","0","2622","","","","","","0","0","0","0","0","2224","","","","","","0","0","0","0","0","1733","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Dynamic Bond","DSP Strategic Bond Fund - Direct Plan - Growth","","119239","Debt Scheme","undefined","undefined","3087","undefined","","","","","","","","","8450","","","","","","0","0","0","0","0","2622","","","","","","0","0","0","0","0","2224","","","","","","0","0","0","0","0","1733","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Dynamic Bond","Franklin India Dynamic Accrual Fund - Direct - Growth","","118495","Debt Scheme","undefined","undefined","2315","undefined","","","","","","","","","4810","","","","","","0","0","0","0","0","1915","","","","","","0","0","0","0","0","1502","","","","","","0","0","0","0","0","1027","","","","","","0","0","0","0","0","366","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Growth Plan","","148308","Debt Scheme","undefined","undefined","1350","undefined","","","","","","","","","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Franklin India Dynamic Accrual Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan","","148307","Debt Scheme","undefined","undefined","1350","undefined","","","","","","","","","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan","","147984","Debt Scheme","undefined","undefined","115","undefined","","","","","","","","","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Franklin India Dynamic Accrual Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan","","147981","Debt Scheme","undefined","undefined","115","undefined","","","","","","","","","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Plan","","147988","Debt Scheme","undefined","undefined","881","undefined","","","","","","","","","120","","","","","","0","0","0","0","0","120","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Franklin India Dynamic Accrual Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan","","147987","Debt Scheme","undefined","undefined","881","undefined","","","","","","","","","120","","","","","","0","0","0","0","0","120","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Franklin India Dynamic Accrual Fund-Growth","","100499","Debt Scheme","undefined","undefined","3945","undefined","","","","","","","","","13256","","","","","","0","0","0","0","0","3420","","","","","","0","0","0","0","0","3024","","","","","","0","0","0","0","0","2527","","","","","","0","0","0","0","0","1868","","","","","","0","0","0","0","0","1436","","","","","","0","0","0","0","0","981","","","","","","0","0","0","0","0"
"Dynamic Bond","Groww Dynamic Bond Fund (formerly known as Indiabulls Dynamic Bond Fund) - Direct Plan - Growth option","","145589","Debt Scheme","undefined","undefined","1654","undefined","","","","","","","","","2602","","","","","","0","0","0","0","0","1309","","","","","","0","0","0","0","0","879","","","","","","0","0","0","0","0","414","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","HDFC Dynamic Debt Fund - Growth Option","","101872","Debt Scheme","undefined","undefined","4724","undefined","","","","","","","","","17605","","","","","","0","0","0","0","0","4152","","","","","","0","0","0","0","0","3760","","","","","","0","0","0","0","0","3249","","","","","","0","0","0","0","0","2588","","","","","","0","0","0","0","0","2154","","","","","","0","0","0","0","0","1702","","","","","","0","0","0","0","0"
"Dynamic Bond","HDFC Dynamic Debt Fund - Growth Option - Direct Plan","","119075","Debt Scheme","undefined","undefined","3081","undefined","","","","","","","","","8461","","","","","","0","0","0","0","0","2624","","","","","","0","0","0","0","0","2226","","","","","","0","0","0","0","0","1735","","","","","","0","0","0","0","0","1071","","","","","","0","0","0","0","0","625","","","","","","0","0","0","0","0","180","","","","","","0","0","0","0","0"
"Dynamic Bond","HSBC Dynamic Bond Fund - Direct Growth","","151087","Debt Scheme","undefined","undefined","692","undefined","","","","","","","","","411","","","","","","0","0","0","0","0","411","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","HSBC Dynamic Bond Fund - Regular Growth","","151084","Debt Scheme","undefined","undefined","692","undefined","","","","","","","","","411","","","","","","0","0","0","0","0","411","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","ICICI Prudential All Seasons Bond Fund - Bonus","","130937","Debt Scheme","undefined","undefined","1319","undefined","","","","","","","","","1670","","","","","","0","0","0","0","0","996","","","","","","0","0","0","0","0","567","","","","","","0","0","0","0","0","107","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth","","120603","Debt Scheme","undefined","undefined","3079","undefined","","","","","","","","","8453","","","","","","0","0","0","0","0","2624","","","","","","0","0","0","0","0","2225","","","","","","0","0","0","0","0","1734","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","178","","","","","","0","0","0","0","0"
"Dynamic Bond","ICICI Prudential All Seasons Bond Fund - Direct Plan Bonus","","130938","Debt Scheme","undefined","undefined","1319","undefined","","","","","","","","","1670","","","","","","0","0","0","0","0","996","","","","","","0","0","0","0","0","567","","","","","","0","0","0","0","0","107","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","ICICI Prudential All Seasons Bond Fund - Growth","","112096","Debt Scheme","undefined","undefined","3792","undefined","","","","","","","","","12423","","","","","","0","0","0","0","0","3283","","","","","","0","0","0","0","0","2888","","","","","","0","0","0","0","0","2395","","","","","","0","0","0","0","0","1730","","","","","","0","0","0","0","0","1286","","","","","","0","0","0","0","0","841","","","","","","0","0","0","0","0"
"Dynamic Bond","ICICI Prudential All Seasons Bond Fund - Premium Growth Option","","112094","Debt Scheme","undefined","undefined","2476","undefined","","","","","","","","","5469","","","","","","0","0","0","0","0","2064","","","","","","0","0","0","0","0","1652","","","","","","0","0","0","0","0","1176","","","","","","0","0","0","0","0","511","","","","","","0","0","0","0","0","66","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","ICICI Prudential All Seasons Bond Fund Retail - Cumulative","","101350","Debt Scheme","undefined","undefined","3391","undefined","","","","","","","","","10173","","","","","","0","0","0","0","0","2907","","","","","","0","0","0","0","0","2509","","","","","","0","0","0","0","0","2014","","","","","","0","0","0","0","0","1353","","","","","","0","0","0","0","0","916","","","","","","0","0","0","0","0","474","","","","","","0","0","0","0","0"
"Dynamic Bond","ITI Dynamic Bond Fund - Direct Plan - Growth Option","","149029","Debt Scheme","undefined","undefined","1021","undefined","","","","","","","","","1005","","","","","","0","0","0","0","0","720","","","","","","0","0","0","0","0","285","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","JM Dynamic Bond Fund (Regular) - Bonus Option - Principal Units","","122323","Debt Scheme","undefined","undefined","2852","undefined","","","","","","","","","7212","","","","","","0","0","0","0","0","2414","","","","","","0","0","0","0","0","2010","","","","","","0","0","0","0","0","1522","","","","","","0","0","0","0","0","857","","","","","","0","0","0","0","0","409","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","JM Dynamic Bond Fund (Regular) - Growth Option","","101806","Debt Scheme","undefined","undefined","4711","undefined","","","","","","","","","17514","","","","","","0","0","0","0","0","4128","","","","","","0","0","0","0","0","3747","","","","","","0","0","0","0","0","3235","","","","","","0","0","0","0","0","2574","","","","","","0","0","0","0","0","2140","","","","","","0","0","0","0","0","1690","","","","","","0","0","0","0","0"
"Dynamic Bond","JM Dynamic Bond Fund (Regular) - Half Yearly Bonus Option - Principal Units","","133389","Debt Scheme","undefined","undefined","2444","undefined","","","","","","","","","5315","","","","","","0","0","0","0","0","2040","","","","","","0","0","0","0","0","1620","","","","","","0","0","0","0","0","1146","","","","","","0","0","0","0","0","477","","","","","","0","0","0","0","0","32","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","JM Dynamic Bond Fund - (Direct) - Bonus Option-Principal Units","","122315","Debt Scheme","undefined","undefined","2852","undefined","","","","","","","","","7212","","","","","","0","0","0","0","0","2414","","","","","","0","0","0","0","0","2010","","","","","","0","0","0","0","0","1522","","","","","","0","0","0","0","0","857","","","","","","0","0","0","0","0","409","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","JM Dynamic Bond Fund - (Direct) - Growth Option","","120435","Debt Scheme","undefined","undefined","3079","undefined","","","","","","","","","8444","","","","","","0","0","0","0","0","2621","","","","","","0","0","0","0","0","2223","","","","","","0","0","0","0","0","1732","","","","","","0","0","0","0","0","1068","","","","","","0","0","0","0","0","622","","","","","","0","0","0","0","0","178","","","","","","0","0","0","0","0"
"Dynamic Bond","JM Dynamic Bond Fund - (Direct) - Half Yearly Bonus Option - Principal Units","","133388","Debt Scheme","undefined","undefined","2444","undefined","","","","","","","","","5315","","","","","","0","0","0","0","0","2040","","","","","","0","0","0","0","0","1620","","","","","","0","0","0","0","0","1146","","","","","","0","0","0","0","0","477","","","","","","0","0","0","0","0","32","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","JM Dynamic Bond Fund - Premium Plan - Growth Option","","101808","Debt Scheme","undefined","undefined","3326","undefined","","","","","","","","","9819","","","","","","0","0","0","0","0","2846","","","","","","0","0","0","0","0","2447","","","","","","0","0","0","0","0","1955","","","","","","0","0","0","0","0","1296","","","","","","0","0","0","0","0","858","","","","","","0","0","0","0","0","417","","","","","","0","0","0","0","0"
"Dynamic Bond","Kotak Dynamic Bond Fund - Growth - Direct","","119755","Debt Scheme","undefined","undefined","3078","undefined","","","","","","","","","8450","","","","","","0","0","0","0","0","2622","","","","","","0","0","0","0","0","2224","","","","","","0","0","0","0","0","1733","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Dynamic Bond","Mahindra Manulife Dynamic Bond Fund - Direct Plan - Growth","","144403","Debt Scheme","undefined","undefined","1721","undefined","","","","","","","","","2783","","","","","","0","0","0","0","0","1368","","","","","","0","0","0","0","0","941","","","","","","0","0","0","0","0","474","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Mirae Asset Dynamic Bond Fund -Direct Plan -Growth","","140769","Debt Scheme","undefined","undefined","2064","undefined","","","","","","","","","3864","","","","","","0","0","0","0","0","1687","","","","","","0","0","0","0","0","1258","","","","","","0","0","0","0","0","794","","","","","","0","0","0","0","0","125","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Nippon India Dynamic Bond Fund - Direct Plan Growth Plan - Growth Option","","118747","Debt Scheme","undefined","undefined","3078","undefined","","","","","","","","","8450","","","","","","0","0","0","0","0","2622","","","","","","0","0","0","0","0","2224","","","","","","0","0","0","0","0","1733","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Dynamic Bond","Nippon India Dynamic Bond Fund-Growth Plan-Growth Option","","102849","Debt Scheme","undefined","undefined","4709","undefined","","","","","","","","","17514","","","","","","0","0","0","0","0","4128","","","","","","0","0","0","0","0","3747","","","","","","0","0","0","0","0","3235","","","","","","0","0","0","0","0","2574","","","","","","0","0","0","0","0","2140","","","","","","0","0","0","0","0","1690","","","","","","0","0","0","0","0"
"Dynamic Bond","PGIM India Dynamic Bond Fund - Direct Plan-Growth Option","","120084","Debt Scheme","undefined","undefined","3079","undefined","","","","","","","","","8450","","","","","","0","0","0","0","0","2622","","","","","","0","0","0","0","0","2224","","","","","","0","0","0","0","0","1733","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Dynamic Bond","PGIM India Dynamic Bond Fund - Growth Option","","116485","Debt Scheme","undefined","undefined","3311","undefined","","","","","","","","","9743","","","","","","0","0","0","0","0","2838","","","","","","0","0","0","0","0","2440","","","","","","0","0","0","0","0","1949","","","","","","0","0","0","0","0","1285","","","","","","0","0","0","0","0","839","","","","","","0","0","0","0","0","392","","","","","","0","0","0","0","0"
"Dynamic Bond","PGIM India Dynamic Bond Fund-Bonus Option","","122260","Debt Scheme","undefined","undefined","1006","undefined","","","","","","","","","980","","","","","","0","0","0","0","0","704","","","","","","0","0","0","0","0","276","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Quantum Dynamic Bond Fund - Direct Plan Growth Option","","134494","Debt Scheme","undefined","undefined","2514","undefined","","","","","","","","","5646","","","","","","0","0","0","0","0","2105","","","","","","0","0","0","0","0","1686","","","","","","0","0","0","0","0","1215","","","","","","0","0","0","0","0","542","","","","","","0","0","0","0","0","98","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","SBI Dynamic Bond Fund - DIRECT PLAN - Growth","","119671","Debt Scheme","undefined","undefined","3084","undefined","","","","","","","","","8456","","","","","","0","0","0","0","0","2624","","","","","","0","0","0","0","0","2225","","","","","","0","0","0","0","0","1734","","","","","","0","0","0","0","0","1070","","","","","","0","0","0","0","0","624","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Dynamic Bond","Tata Dynamic Bond Fund- Direct Plan-Growth Option","","119097","Debt Scheme","undefined","undefined","2346","undefined","","","","","","","","","4927","","","","","","0","0","0","0","0","1947","","","","","","0","0","0","0","0","1531","","","","","","0","0","0","0","0","1057","","","","","","0","0","0","0","0","392","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","Union Dynamic Bond Fund - Direct Plan - Growth Option","","119311","Debt Scheme","undefined","undefined","3077","undefined","","","","","","","","","8444","","","","","","0","0","0","0","0","2620","","","","","","0","0","0","0","0","2222","","","","","","0","0","0","0","0","1732","","","","","","0","0","0","0","0","1068","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Dynamic Bond","Union Dynamic Bond Fund - Growth Option","","116555","Debt Scheme","undefined","undefined","3286","undefined","","","","","","","","","9605","","","","","","0","0","0","0","0","2814","","","","","","0","0","0","0","0","2416","","","","","","0","0","0","0","0","1926","","","","","","0","0","0","0","0","1261","","","","","","0","0","0","0","0","817","","","","","","0","0","0","0","0","371","","","","","","0","0","0","0","0"
"Dynamic Bond","UTI - Dynamic Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option","","148118","Debt Scheme","undefined","undefined","471","undefined","","","","","","","","","214","","","","","","0","0","0","0","0","214","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Dynamic Bond","UTI Dynamic Bond Fund - Direct Plan - Growth Option","","120762","Debt Scheme","undefined","undefined","3078","undefined","","","","","","","","","8450","","","","","","0","0","0","0","0","2622","","","","","","0","0","0","0","0","2224","","","","","","0","0","0","0","0","1733","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Floater Fund","Aditya Birla Sun Life Floating Rate Fund-Direct Plan-Growth","","122646","Debt Scheme","undefined","undefined","2984","undefined","","","","","","","","","7929","","","","","","0","0","0","0","0","2537","","","","","","0","0","0","0","0","2137","","","","","","0","0","0","0","0","1646","","","","","","0","0","0","0","0","982","","","","","","0","0","0","0","0","535","","","","","","0","0","0","0","0","92","","","","","","0","0","0","0","0"
"Floater Fund","Aditya Birla Sun Life Floating Rate Fund-Retail Plan-Growth","","122650","Debt Scheme","undefined","undefined","2984","undefined","","","","","","","","","7929","","","","","","0","0","0","0","0","2537","","","","","","0","0","0","0","0","2137","","","","","","0","0","0","0","0","1646","","","","","","0","0","0","0","0","982","","","","","","0","0","0","0","0","535","","","","","","0","0","0","0","0","92","","","","","","0","0","0","0","0"
"Floater Fund","Axis Floater Fund - Direct Plan - Growth","","149049","Debt Scheme","undefined","undefined","1015","undefined","","","","","","","","","983","","","","","","0","0","0","0","0","709","","","","","","0","0","0","0","0","274","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Floater Fund","BANDHAN FLOATER FUND  - DIRECT PLAN GROWTH","","148711","Debt Scheme","undefined","undefined","1121","undefined","","","","","","","","","1179","","","","","","0","0","0","0","0","808","","","","","","0","0","0","0","0","371","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Floater Fund","DSP Floater Fund - Direct Plan - Growth","","148771","Debt Scheme","undefined","undefined","1101","undefined","","","","","","","","","1145","","","","","","0","0","0","0","0","791","","","","","","0","0","0","0","0","354","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Floater Fund","Franklin India Floating Rate Fund - Direct - Growth","","118508","Debt Scheme","undefined","undefined","3421","undefined","","","","","","","","","9211","","","","","","0","0","0","0","0","2956","","","","","","0","0","0","0","0","2417","","","","","","0","0","0","0","0","1836","","","","","","0","0","0","0","0","1140","","","","","","0","0","0","0","0","668","","","","","","0","0","0","0","0","194","","","","","","0","0","0","0","0"
"Floater Fund","Franklin India Floating Rate Fund - Growth Plan","","101048","Debt Scheme","undefined","undefined","5525","undefined","","","","","","","","","20549","","","","","","0","0","0","0","0","5002","","","","","","0","0","0","0","0","4458","","","","","","0","0","0","0","0","3859","","","","","","0","0","0","0","0","2997","","","","","","0","0","0","0","0","2409","","","","","","0","0","0","0","0","1824","","","","","","0","0","0","0","0"
"Floater Fund","HDFC Floating Rate Debt Fund - Direct Plan - Growth Option","","118961","Debt Scheme","undefined","undefined","3082","undefined","","","","","","","","","8461","","","","","","0","0","0","0","0","2624","","","","","","0","0","0","0","0","2226","","","","","","0","0","0","0","0","1735","","","","","","0","0","0","0","0","1071","","","","","","0","0","0","0","0","625","","","","","","0","0","0","0","0","180","","","","","","0","0","0","0","0"
