category,name,shortlist,code,scheme,aum,earliestNavDate,navCount,cat-avg,rr-all-rank,rr-all-avg,rr-1-avg,rr-3-avg,rr-5-avg,rr-8-avg,rr-10-avg,rr-12-avg,rr-all-count,rr-all-avg-,rr-all-stddev,rr-all-median,rr-all-min,rr-all-max,rr-all-dist-<0,rr-all-dist-0-10,rr-all-dist-10-20,rr-all-dist-20-30,rr-all-dist->30,rr-1-count,rr-1-avg-,rr-1-stddev,rr-1-median,rr-1-min,rr-1-max,rr-1-dist-<0,rr-1-dist-0-10,rr-1-dist-10-20,rr-1-dist-20-30,rr-1-dist->30,rr-3-count,rr-3-avg-,rr-3-stddev,rr-3-median,rr-3-min,rr-3-max,rr-3-dist-<0,rr-3-dist-0-10,rr-3-dist-10-20,rr-3-dist-20-30,rr-3-dist->30,rr-5-count,rr-5-avg-,rr-5-stddev,rr-5-median,rr-5-min,rr-5-max,rr-5-dist-<0,rr-5-dist-0-10,rr-5-dist-10-20,rr-5-dist-20-30,rr-5-dist->30,rr-8-count,rr-8-avg-,rr-8-stddev,rr-8-median,rr-8-min,rr-8-max,rr-8-dist-<0,rr-8-dist-0-10,rr-8-dist-10-20,rr-8-dist-20-30,rr-8-dist->30,rr-10-count,rr-10-avg-,rr-10-stddev,rr-10-median,rr-10-min,rr-10-max,rr-10-dist-<0,rr-10-dist-0-10,rr-10-dist-10-20,rr-10-dist-20-30,rr-10-dist->30,rr-12-count,rr-12-avg-,rr-12-stddev,rr-12-median,rr-12-min,rr-12-max,rr-12-dist-<0,rr-12-dist-0-10,rr-12-dist-10-20,rr-12-dist-20-30,rr-12-dist->30
"Banking and PSU Fund","Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth","","103176","Debt Scheme","undefined","undefined","4720","undefined","","","","","","","","","17572","","","","","","0","0","0","0","0","4142","","","","","","0","0","0","0","0","3756","","","","","","0","0","0","0","0","3244","","","","","","0","0","0","0","0","2584","","","","","","0","0","0","0","0","2149","","","","","","0","0","0","0","0","1697","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth","","119550","Debt Scheme","undefined","undefined","3080","undefined","","","","","","","","","8455","","","","","","0","0","0","0","0","2623","","","","","","0","0","0","0","0","2225","","","","","","0","0","0","0","0","1734","","","","","","0","0","0","0","0","1070","","","","","","0","0","0","0","0","624","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Axis Banking & PSU Debt Fund - Direct Plan - Bonus Option","","128952","Debt Scheme","undefined","undefined","698","undefined","","","","","","","","","423","","","","","","0","0","0","0","0","423","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Axis Banking & PSU Debt Fund - Direct Plan - Growth Option","","120438","Debt Scheme","undefined","undefined","3083","undefined","","","","","","","","","8450","","","","","","0","0","0","0","0","2622","","","","","","0","0","0","0","0","2224","","","","","","0","0","0","0","0","1733","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Bajaj Finserv Banking and PSU Fund-Direct Plan- Growth","","152162","Debt Scheme","undefined","undefined","456","undefined","","","","","","","","","197","","","","","","0","0","0","0","0","197","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Bandhan Banking and PSU Fund - Direct Growth","","121279","Debt Scheme","undefined","undefined","3038","undefined","","","","","","","","","8193","","","","","","0","0","0","0","0","2580","","","","","","0","0","0","0","0","2181","","","","","","0","0","0","0","0","1690","","","","","","0","0","0","0","0","1027","","","","","","0","0","0","0","0","579","","","","","","0","0","0","0","0","136","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Bandhan Banking and PSU Fund - Regular Growth","","121280","Debt Scheme","undefined","undefined","3038","undefined","","","","","","","","","8193","","","","","","0","0","0","0","0","2580","","","","","","0","0","0","0","0","2181","","","","","","0","0","0","0","0","1690","","","","","","0","0","0","0","0","1027","","","","","","0","0","0","0","0","579","","","","","","0","0","0","0","0","136","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Baroda BNP Paribas Banking and PSU Bond Fund- Direct Plan -Growth Option","","148628","Debt Scheme","undefined","undefined","1160","undefined","","","","","","","","","1260","","","","","","0","0","0","0","0","849","","","","","","0","0","0","0","0","411","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option","","150505","Debt Scheme","undefined","undefined","754","undefined","","","","","","","","","497","","","","","","0","0","0","0","0","469","","","","","","0","0","0","0","0","28","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","DSP Banking & PSU Debt Fund - Direct Plan - Growth","","124175","Debt Scheme","undefined","undefined","2917","undefined","","","","","","","","","7500","","","","","","0","0","0","0","0","2467","","","","","","0","0","0","0","0","2065","","","","","","0","0","0","0","0","1574","","","","","","0","0","0","0","0","911","","","","","","0","0","0","0","0","463","","","","","","0","0","0","0","0","20","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option","","140286","Debt Scheme","undefined","undefined","2145","undefined","","","","","","","","","4166","","","","","","0","0","0","0","0","1761","","","","","","0","0","0","0","0","1335","","","","","","0","0","0","0","0","870","","","","","","0","0","0","0","0","200","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Franklin India Banking & PSU Debt Fund - Direct - Growth","","129008","Debt Scheme","undefined","undefined","2764","undefined","","","","","","","","","6821","","","","","","0","0","0","0","0","2339","","","","","","0","0","0","0","0","1928","","","","","","0","0","0","0","0","1444","","","","","","0","0","0","0","0","777","","","","","","0","0","0","0","0","333","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Franklin India Banking & PSU Debt Fund - Growth","","129006","Debt Scheme","undefined","undefined","2764","undefined","","","","","","","","","6821","","","","","","0","0","0","0","0","2339","","","","","","0","0","0","0","0","1928","","","","","","0","0","0","0","0","1444","","","","","","0","0","0","0","0","777","","","","","","0","0","0","0","0","333","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","HDFC Banking and PSU Debt Fund - Growth Option","","128628","Debt Scheme","undefined","undefined","2782","undefined","","","","","","","","","6894","","","","","","0","0","0","0","0","2352","","","","","","0","0","0","0","0","1945","","","","","","0","0","0","0","0","1458","","","","","","0","0","0","0","0","792","","","","","","0","0","0","0","0","347","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan","","128629","Debt Scheme","undefined","undefined","2782","undefined","","","","","","","","","6894","","","","","","0","0","0","0","0","2352","","","","","","0","0","0","0","0","1945","","","","","","0","0","0","0","0","1458","","","","","","0","0","0","0","0","792","","","","","","0","0","0","0","0","347","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","HSBC Banking and PSU Debt Fund - Direct Growth","","151107","Debt Scheme","undefined","undefined","692","undefined","","","","","","","","","411","","","","","","0","0","0","0","0","411","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","HSBC Banking and PSU Debt Fund - Regular Growth","","151104","Debt Scheme","undefined","undefined","692","undefined","","","","","","","","","411","","","","","","0","0","0","0","0","411","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","ICICI Prudential Banking and PSU Debt Fund - Bonus","","130897","Debt Scheme","undefined","undefined","1319","undefined","","","","","","","","","1670","","","","","","0","0","0","0","0","996","","","","","","0","0","0","0","0","567","","","","","","0","0","0","0","0","107","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth","","120256","Debt Scheme","undefined","undefined","3030","undefined","","","","","","","","","8177","","","","","","0","0","0","0","0","2577","","","","","","0","0","0","0","0","2179","","","","","","0","0","0","0","0","1688","","","","","","0","0","0","0","0","1024","","","","","","0","0","0","0","0","576","","","","","","0","0","0","0","0","133","","","","","","0","0","0","0","0"
"Banking and PSU Fund","ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus","","130950","Debt Scheme","undefined","undefined","773","undefined","","","","","","","","","536","","","","","","0","0","0","0","0","489","","","","","","0","0","0","0","0","47","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","ICICI Prudential Banking and PSU Debt Fund - Growth","","112342","Debt Scheme","undefined","undefined","3804","undefined","","","","","","","","","12494","","","","","","0","0","0","0","0","3294","","","","","","0","0","0","0","0","2899","","","","","","0","0","0","0","0","2407","","","","","","0","0","0","0","0","1742","","","","","","0","0","0","0","0","1298","","","","","","0","0","0","0","0","854","","","","","","0","0","0","0","0"
"Banking and PSU Fund","ICICI Prudential Banking and PSU Debt Fund Retail Growth","","113242","Debt Scheme","undefined","undefined","2318","undefined","","","","","","","","","4815","","","","","","0","0","0","0","0","1918","","","","","","0","0","0","0","0","1503","","","","","","0","0","0","0","0","1029","","","","","","0","0","0","0","0","365","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Invesco India Banking and PSU Fund - Direct Plan -  Growth Option","","120444","Debt Scheme","undefined","undefined","3078","undefined","","","","","","","","","8450","","","","","","0","0","0","0","0","2622","","","","","","0","0","0","0","0","2224","","","","","","0","0","0","0","0","1733","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Invesco India Banking and PSU Fund - Growth Option","","118232","Debt Scheme","undefined","undefined","3080","undefined","","","","","","","","","8461","","","","","","0","0","0","0","0","2624","","","","","","0","0","0","0","0","2226","","","","","","0","0","0","0","0","1734","","","","","","0","0","0","0","0","1071","","","","","","0","0","0","0","0","625","","","","","","0","0","0","0","0","181","","","","","","0","0","0","0","0"
"Banking and PSU Fund","ITI Banking & PSU Debt Fund - Direct Plan - Growth Option","","148534","Debt Scheme","undefined","undefined","1195","undefined","","","","","","","","","1329","","","","","","0","0","0","0","0","883","","","","","","0","0","0","0","0","446","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Kotak Banking and PSU Debt - Growth","","123690","Debt Scheme","undefined","undefined","2929","undefined","","","","","","","","","7612","","","","","","0","0","0","0","0","2485","","","","","","0","0","0","0","0","2084","","","","","","0","0","0","0","0","1592","","","","","","0","0","0","0","0","930","","","","","","0","0","0","0","0","482","","","","","","0","0","0","0","0","39","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Kotak Banking and PSU Debt Direct - Growth","","123693","Debt Scheme","undefined","undefined","2929","undefined","","","","","","","","","7612","","","","","","0","0","0","0","0","2485","","","","","","0","0","0","0","0","2084","","","","","","0","0","0","0","0","1592","","","","","","0","0","0","0","0","930","","","","","","0","0","0","0","0","482","","","","","","0","0","0","0","0","39","","","","","","0","0","0","0","0"
"Banking and PSU Fund","LIC MF Banking & PSU Fund-Direct Plan-Growth","","120338","Debt Scheme","undefined","undefined","3066","undefined","","","","","","","","","8381","","","","","","0","0","0","0","0","2609","","","","","","0","0","0","0","0","2213","","","","","","0","0","0","0","0","1722","","","","","","0","0","0","0","0","1058","","","","","","0","0","0","0","0","612","","","","","","0","0","0","0","0","167","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Mirae Asset Banking and PSU Fund - Direct Plan - Growth","","148419","Debt Scheme","undefined","undefined","1259","undefined","","","","","","","","","1494","","","","","","0","0","0","0","0","941","","","","","","0","0","0","0","0","504","","","","","","0","0","0","0","0","49","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Nippon India Banking and PSU  Fund- Direct Plan-Growth Plan- Growth Option","","134547","Debt Scheme","undefined","undefined","2514","undefined","","","","","","","","","5656","","","","","","0","0","0","0","0","2107","","","","","","0","0","0","0","0","1688","","","","","","0","0","0","0","0","1217","","","","","","0","0","0","0","0","544","","","","","","0","0","0","0","0","100","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Nippon India Banking and PSU Fund- Direct Plan-Growth Plan- Bonus Option","","134552","Debt Scheme","undefined","undefined","2514","undefined","","","","","","","","","5656","","","","","","0","0","0","0","0","2107","","","","","","0","0","0","0","0","1688","","","","","","0","0","0","0","0","1217","","","","","","0","0","0","0","0","544","","","","","","0","0","0","0","0","100","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Nippon India Banking and PSU Fund- Growth Plan- Bonus Option","","134546","Debt Scheme","undefined","undefined","661","undefined","","","","","","","","","391","","","","","","0","0","0","0","0","391","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Nippon India Banking and PSU Fund- Growth Plan- Growth Option","","134545","Debt Scheme","undefined","undefined","2514","undefined","","","","","","","","","5656","","","","","","0","0","0","0","0","2107","","","","","","0","0","0","0","0","1688","","","","","","0","0","0","0","0","1217","","","","","","0","0","0","0","0","544","","","","","","0","0","0","0","0","100","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","SBI BANKING & PSU FUND - Direct Plan - Growth","","125503","Debt Scheme","undefined","undefined","2873","undefined","","","","","","","","","7303","","","","","","0","0","0","0","0","2434","","","","","","0","0","0","0","0","2027","","","","","","0","0","0","0","0","1540","","","","","","0","0","0","0","0","875","","","","","","0","0","0","0","0","427","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","SBI BANKING & PSU FUND - Regular Paln - Growth","","125498","Debt Scheme","undefined","undefined","2873","undefined","","","","","","","","","7303","","","","","","0","0","0","0","0","2434","","","","","","0","0","0","0","0","2027","","","","","","0","0","0","0","0","1540","","","","","","0","0","0","0","0","875","","","","","","0","0","0","0","0","427","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Growth","","134363","Debt Scheme","undefined","undefined","475","undefined","","","","","","","","","218","","","","","","0","0","0","0","0","218","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Annual Bonus","","134355","Debt Scheme","undefined","undefined","458","undefined","","","","","","","","","202","","","","","","0","0","0","0","0","202","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Growth","","134356","Debt Scheme","undefined","undefined","475","undefined","","","","","","","","","218","","","","","","0","0","0","0","0","218","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Bonus","","134361","Debt Scheme","undefined","undefined","334","undefined","","","","","","","","","89","","","","","","0","0","0","0","0","89","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus","","119629","Debt Scheme","undefined","undefined","2919","undefined","","","","","","","","","7036","","","","","","0","0","0","0","0","2380","","","","","","0","0","0","0","0","1975","","","","","","0","0","0","0","0","1484","","","","","","0","0","0","0","0","821","","","","","","0","0","0","0","0","376","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth","","119625","Debt Scheme","undefined","undefined","3076","undefined","","","","","","","","","8415","","","","","","0","0","0","0","0","2615","","","","","","0","0","0","0","0","2217","","","","","","0","0","0","0","0","1727","","","","","","0","0","0","0","0","1064","","","","","","0","0","0","0","0","618","","","","","","0","0","0","0","0","174","","","","","","0","0","0","0","0"
"Banking and PSU Fund","Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth","","100781","Debt Scheme","undefined","undefined","4420","undefined","","","","","","","","","15863","","","","","","0","0","0","0","0","3867","","","","","","0","0","0","0","0","3468","","","","","","0","0","0","0","0","2957","","","","","","0","0","0","0","0","2294","","","","","","0","0","0","0","0","1864","","","","","","0","0","0","0","0","1413","","","","","","0","0","0","0","0"
"Banking and PSU Fund","TRUSTMF BANKING & PSU FUND - DIRECT GROWTH","","148656","Debt Scheme","undefined","undefined","1129","undefined","","","","","","","","","1204","","","","","","0","0","0","0","0","820","","","","","","0","0","0","0","0","384","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","TRUSTMF BANKING & PSU FUND - REGULAR GROWTH","","148655","Debt Scheme","undefined","undefined","1129","undefined","","","","","","","","","1204","","","","","","0","0","0","0","0","820","","","","","","0","0","0","0","0","384","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Banking and PSU Fund","UTI Banking & PSU Fund - Direct Plan - Growth Option","","126940","Debt Scheme","undefined","undefined","2811","undefined","","","","","","","","","7032","","","","","","0","0","0","0","0","2379","","","","","","0","0","0","0","0","1973","","","","","","0","0","0","0","0","1486","","","","","","0","0","0","0","0","820","","","","","","0","0","0","0","0","374","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan","","119533","Debt Scheme","undefined","undefined","3080","undefined","","","","","","","","","8455","","","","","","0","0","0","0","0","2623","","","","","","0","0","0","0","0","2225","","","","","","0","0","0","0","0","1734","","","","","","0","0","0","0","0","1070","","","","","","0","0","0","0","0","624","","","","","","0","0","0","0","0","179","","","","","","0","0","0","0","0"
"Corporate Bond Fund","Axis Corporate Bond Fund - Direct Plan Growth","","141588","Debt Scheme","undefined","undefined","1992","undefined","","","","","","","","","3587","","","","","","0","0","0","0","0","1616","","","","","","0","0","0","0","0","1191","","","","","","0","0","0","0","0","724","","","","","","0","0","0","0","0","56","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","BANDHAN Corporate Bond Fund - Direct Growth","","135916","Debt Scheme","undefined","undefined","2357","undefined","","","","","","","","","4941","","","","","","0","0","0","0","0","1955","","","","","","0","0","0","0","0","1533","","","","","","0","0","0","0","0","1061","","","","","","0","0","0","0","0","392","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","BANDHAN Corporate Bond Fund - Regular Growth","","135914","Debt Scheme","undefined","undefined","2357","undefined","","","","","","","","","4941","","","","","","0","0","0","0","0","1955","","","","","","0","0","0","0","0","1533","","","","","","0","0","0","0","0","1061","","","","","","0","0","0","0","0","392","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option","","150229","Debt Scheme","undefined","undefined","862","undefined","","","","","","","","","700","","","","","","0","0","0","0","0","569","","","","","","0","0","0","0","0","131","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option","","150237","Debt Scheme","undefined","undefined","862","undefined","","","","","","","","","700","","","","","","0","0","0","0","0","569","","","","","","0","0","0","0","0","131","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION","","126685","Debt Scheme","undefined","undefined","2809","undefined","","","","","","","","","7023","","","","","","0","0","0","0","0","2377","","","","","","0","0","0","0","0","1971","","","","","","0","0","0","0","0","1484","","","","","","0","0","0","0","0","818","","","","","","0","0","0","0","0","373","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","DSP Corporate Bond Fund - Direct - Growth","","144646","Debt Scheme","undefined","undefined","1715","undefined","","","","","","","","","2748","","","","","","0","0","0","0","0","1357","","","","","","0","0","0","0","0","929","","","","","","0","0","0","0","0","462","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","Franklin India Corporate Debt Fund - Direct - Bonus","","119289","Debt Scheme","undefined","undefined","560","undefined","","","","","","","","","292","","","","","","0","0","0","0","0","292","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","Franklin India Corporate Debt Fund - Direct - GROWTH","","118569","Debt Scheme","undefined","undefined","3079","undefined","","","","","","","","","8456","","","","","","0","0","0","0","0","2623","","","","","","0","0","0","0","0","2225","","","","","","0","0","0","0","0","1734","","","","","","0","0","0","0","0","1070","","","","","","0","0","0","0","0","624","","","","","","0","0","0","0","0","180","","","","","","0","0","0","0","0"
"Corporate Bond Fund","Franklin India Corporate Debt Fund - Growth","","100528","Debt Scheme","undefined","undefined","4709","undefined","","","","","","","","","17513","","","","","","0","0","0","0","0","4128","","","","","","0","0","0","0","0","3747","","","","","","0","0","0","0","0","3234","","","","","","0","0","0","0","0","2574","","","","","","0","0","0","0","0","2140","","","","","","0","0","0","0","0","1690","","","","","","0","0","0","0","0"
"Corporate Bond Fund","Franklin India Corporate Debt Fund - Monthly Bonus","","100532","Debt Scheme","undefined","undefined","2211","undefined","","","","","","","","","4404","","","","","","0","0","0","0","0","1817","","","","","","0","0","0","0","0","1396","","","","","","0","0","0","0","0","925","","","","","","0","0","0","0","0","266","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","HDFC Corporate Bond Fund - Growth Option","","113070","Debt Scheme","undefined","undefined","3688","undefined","","","","","","","","","11846","","","","","","0","0","0","0","0","3185","","","","","","0","0","0","0","0","2790","","","","","","0","0","0","0","0","2300","","","","","","0","0","0","0","0","1634","","","","","","0","0","0","0","0","1193","","","","","","0","0","0","0","0","744","","","","","","0","0","0","0","0"
"Corporate Bond Fund","HDFC Corporate Bond Fund - Growth Option - Direct Plan","","118987","Debt Scheme","undefined","undefined","3081","undefined","","","","","","","","","8461","","","","","","0","0","0","0","0","2624","","","","","","0","0","0","0","0","2226","","","","","","0","0","0","0","0","1735","","","","","","0","0","0","0","0","1071","","","","","","0","0","0","0","0","625","","","","","","0","0","0","0","0","180","","","","","","0","0","0","0","0"
"Corporate Bond Fund","HSBC Corporate Bond Fund - Direct Growth","","150996","Debt Scheme","undefined","undefined","692","undefined","","","","","","","","","411","","","","","","0","0","0","0","0","411","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","HSBC Corporate Bond Fund - Regular Growth","","150992","Debt Scheme","undefined","undefined","692","undefined","","","","","","","","","411","","","","","","0","0","0","0","0","411","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","ICICI Prudential Corporate Bond Fund - Bonus","","130947","Debt Scheme","undefined","undefined","1315","undefined","","","","","","","","","1659","","","","","","0","0","0","0","0","993","","","","","","0","0","0","0","0","563","","","","","","0","0","0","0","0","103","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
"Corporate Bond Fund","ICICI Prudential Corporate Bond Fund - Direct Plan - Growth","","120692","Debt Scheme","undefined","undefined","3079","undefined","","","","","","","","","8453","","","","","","0","0","0","0","0","2624","","","","","","0","0","0","0","0","2225","","","","","","0","0","0","0","0","1734","","","","","","0","0","0","0","0","1069","","","","","","0","0","0","0","0","623","","","","","","0","0","0","0","0","178","","","","","","0","0","0","0","0"
"Corporate Bond Fund","ICICI Prudential Corporate Bond Fund - Growth","","111987","Debt Scheme","undefined","undefined","3871","undefined","","","","","","","","","12837","","","","","","0","0","0","0","0","3335","","","","","","0","0","0","0","0","2962","","","","","","0","0","0","0","0","2465","","","","","","0","0","0","0","0","1804","","","","","","0","0","0","0","0","1358","","","","","","0","0","0","0","0","913","","","","","","0","0","0","0","0"
"Corporate Bond Fund","ICICI Prudential Corporate Bond Fund Retail Growth","","111972","Debt Scheme","undefined","undefined","2618","undefined","","","","","","","","","6129","","","","","","0","0","0","0","0","2199","","","","","","0","0","0","0","0","1784","","","","","","0","0","0","0","0","1304","","","","","","0","0","0","0","0","644","","","","","","0","0","0","0","0","198","","","","","","0","0","0","0","0","0","","","","","","0","0","0","0","0"
