105856,LIC Mutual Fund,Debt Scheme,Banking and PSU Fund,false,LIC MF Banking & PSU Debt Fund-Regular Plan-Monthly IDCW
105857,LIC Mutual Fund,Debt Scheme,Banking and PSU Fund,false,LIC MF Banking & PSU Debt Fund-Regular Plan-Weekly IDCW
148419,Mirae Asset Mutual Fund,Debt Scheme,Banking and PSU Fund,true,Mirae Asset Banking and PSU Debt Fund Direct Growth
148417,Mirae Asset Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Mirae Asset Banking and PSU Debt Fund Direct IDCW
148416,Mirae Asset Mutual Fund,Debt Scheme,Banking and PSU Fund,true,Mirae Asset Banking and PSU Debt Fund Regular Growth Plan
148418,Mirae Asset Mutual Fund,Debt Scheme,Banking and PSU Fund,false,Mirae Asset Banking and PSU Debt Fund Regular IDCW
134552,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,true,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option
134547,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,true,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option
134546,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,true,Nippon India Banking  & PSU Debt Fund- Growth Plan- Bonus Option
134545,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,true,Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option
134555,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option
134550,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option
134556,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option
134554,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - WEEKLY IDCW Option
134548,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option
134549,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option
134551,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,NIPPON INDIA BANKING & PSU DEBT FUND - QUARTERLY IDCW Option
134553,Nippon India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,NIPPON INDIA BANKING & PSU DEBT FUND - WEEKLY IDCW Option
138573,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt fund - Bonus
138580,PGIM India Mutual Fund,Debt Scheme,Banking and PSU Fund,false,PGIM India Banking and PSU Debt Fund - Direct Plan - Regular Dividend
